,Right Trapezius,Right Anterior Deltoid,Right Triceps,Right Biceps,Right Extensors,Right Flexors,Right APB,Right FDI,Left Trapezius,Left Anterior Deltoid,Left Triceps,Left Biceps,Left Extensors,Left Flexors,Left APB,Left FDI
SHAP,0.5128580512822262,0.6429385524615148,0.43072096677860583,0.4732196475540078,0.47445804729067653,1.3240073898359928,0.28849846047529326,0.6760243630732191,0.30253242913241535,0.7128615353718727,0.328573180644335,0.40485753172348204,0.7909145336597013,0.3890117917264885,0.9220132902616539,1.0236764486508954
